,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Status,Latitude,Longitude
19696,11208,Los Angeles Department of Water & Power,61319,Port of LA Solar FiT Project,CA,Los Angeles,LDWP,IPP Non-CHP,W4885,1.1,1.1,1.1,Solar Photovoltaic,(OP) Operating,33.727977,-118.28
19717,61012,AES Distributed Energy,61339,Green Beanworks B PV,CA,Los Angeles,CISO,IPP Non-CHP,GBWXB,3,3,3,Solar Photovoltaic,(OP) Operating,34.688042,-117.9895
19727,60281,"Altus Power America Management, LLC",61348,Westmont 400A,CA,Los Angeles,LDWP,IPP Non-CHP,W5691,2.3,2.3,2.3,Solar Photovoltaic,(OP) Operating,33.764227,-118.2889
19728,60281,"Altus Power America Management, LLC",61349,Westmont 400B,CA,Los Angeles,LDWP,IPP Non-CHP,W5694,2.2,2.2,2.2,Solar Photovoltaic,(OP) Operating,33.764227,-118.2847
19732,61944,MN8 Energy LLC,61353,Mount Signal Solar Farm II,CA,Imperial,CISO,IPP Non-CHP,IVS2,153.5,153.5,153.5,Solar Photovoltaic,(OP) Operating,32.6685,-115.6292
19758,61012,AES Distributed Energy,61377,Amazon - Patterson PV,CA,Stanislaus,BANC,IPP Non-CHP,PATT1,2.5,2.5,2.5,Solar Photovoltaic,(OP) Operating,37.468888,-121.1663
19855,60281,"Altus Power America Management, LLC",61418,Valencia 1 Solar CA,CA,Imperial,IID,IPP Non-CHP,VAL1,3,3,3,Solar Photovoltaic,(OP) Operating,33.04358,-115.6278
19856,61058,"One Ten Partners, LLC",61419,One Ten Partners PV,CA,Los Angeles,CISO,IPP Non-CHP,OTP,2,2,2,Solar Photovoltaic,(OP) Operating,34.615622,-117.9366
19857,60059,ZGlobal Inc,61420,Merced 1 PV,CA,Merced,CISO,IPP Non-CHP,MRCD1,3,3,3,Solar Photovoltaic,(OP) Operating,36.989475,-120.8781
19858,60059,ZGlobal Inc,61421,Madera 1 PV,CA,Madera,CISO,IPP Non-CHP,MDRA1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,37.056468,-120.167
19882,17650,Southern Power Co,61445,Gaskell West 1 Solar Facility,CA,Kern,CISO,IPP Non-CHP,PV1,20,20,20,Solar Photovoltaic,(OP) Operating,34.832786,-118.5636
19883,61069,RE Gaskell West LLC,61446,RE Gaskell West 2 LLC,CA,Kern,CISO,IPP Non-CHP,PV2,45,45,45,Solar Photovoltaic,(OP) Operating,34.834944,-118.5512
19884,61069,RE Gaskell West LLC,61447,RE Gaskell West 3 LLC,CA,Kern,CISO,IPP Non-CHP,PV3,20,20,20,Solar Photovoltaic,(OP) Operating,34.834944,-118.5512
19885,61069,RE Gaskell West LLC,61448,RE Gaskell West 4 LLC,CA,Kern,CISO,IPP Non-CHP,PV4,20,20,20,Solar Photovoltaic,(OP) Operating,34.827873,-118.5682
19886,61069,RE Gaskell West LLC,61449,RE Gaskell West 5 LLC,CA,Kern,CISO,IPP Non-CHP,PV5,20,20,20,Solar Photovoltaic,(OP) Operating,34.834944,-118.5512
19912,61944,MN8 Energy LLC,61463,Vandenberg Solar Project,CA,Santa Barbara,CISO,IPP Non-CHP,VBERG,25.3,25.3,25.3,Solar Photovoltaic,(OP) Operating,34.749708,-120.51
20124,60281,"Altus Power America Management, LLC",61593,Westmont 301,CA,Los Angeles,LDWP,Commercial Non-CHP,W5791,1.8,1.8,0.8,Solar Photovoltaic,(OP) Operating,33.763012,-118.2866
20125,60281,"Altus Power America Management, LLC",61594,Westmont 401,CA,Los Angeles,LDWP,Commercial Non-CHP,W5792,2.9,2,1.3,Solar Photovoltaic,(OP) Operating,33.762421,-118.2882
20138,61210,Stenner Creek Solar LLC,61607,Stenner Creek Solar,CA,San Luis Obispo,CISO,IPP Non-CHP,CPOLY,4.5,4.5,4.5,Solar Photovoltaic,(OP) Operating,35.32,-120.691
20150,61224,"SunE Solano SP Owner, LLC",61619,CDCR (CA) - Solano State Prison,CA,Solano,CISO,IPP Non-CHP,SOLSP,1.1,1.1,1.1,Solar Photovoltaic,(OP) Operating,38.32272,-121.9706
20151,61225,"SunE Corcoran SP Owner, LLC",61620,CDCR (CA) - Corcoran State Prison,CA,Kings,CISO,IPP Non-CHP,CORSP,5,5,5,Solar Photovoltaic,(OP) Operating,36.06502,-119.5576
20152,61226,"SunE Wasco SP Owner, LLC",61621,CDCR (CA) - Wasco State Prison,CA,Kern,CISO,IPP Non-CHP,WASCO,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,35.60053,-119.4037
20157,61227,Nautilus Solar Solutions,61628,Kilroy Solar,CA,San Diego,CISO,IPP Non-CHP,KILRO,1.1,1.1,0.9,Solar Photovoltaic,(OP) Operating,32.936137,-117.2342
20232,60059,ZGlobal Inc,61682,USG 1,CA,Imperial,IID,IPP Non-CHP,USG1,1,1,1,Solar Photovoltaic,(OP) Operating,32.79278,-115.8573
20233,60059,ZGlobal Inc,61683,USG 2,CA,Imperial,IID,IPP Non-CHP,USG2,1,1,1,Solar Photovoltaic,(OP) Operating,32.790403,-115.8632
20243,9216,Imperial Irrigation District,61692,IVC Solar,CA,Imperial,IID,IPP Non-CHP,IVCS,3,3,3,Solar Photovoltaic,(OP) Operating,32.83186,-115.5066
20256,58970,"Ecoplexus, Inc",61698,Folsom SP and CSP Sacramento,CA,Sacramento,BANC,IPP Non-CHP,FOLSM,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,38.687,-121.16
20277,61348,"PCS Energy, LLC         ",61718,Aerolease,CA,Los Angeles,LDWP,Industrial Non-CHP,APLEX,1.3,1.1,0.9,Solar Photovoltaic,(OP) Operating,34.189857,-118.4514
20316,56769,Consolidated Edison Development Inc.,61750,Wistaria Ranch Solar,CA,Imperial,CISO,IPP Non-CHP,WICA,106.7,100,100,Solar Photovoltaic,(OP) Operating,32.676,-115.619
20363,61418,"Stage Gulch Solar, LLC",61791,Stage Gulch Solar,CA,Sonoma,CISO,IPP Non-CHP,5001,1,0.8,0.7,Solar Photovoltaic,(OP) Operating,38.216841,-122.5429
20364,61417,"Lavio Solar, LLC",61792,Lavio Solar,CA,Sonoma,CISO,IPP Non-CHP,5002,1,1,0.5,Solar Photovoltaic,(OP) Operating,38.194599,-122.6634
20398,61944,MN8 Energy LLC,61824,RPUWD Scheuer Well Solar Project,CA,San Bernardino,CISO,IPP Non-CHP,RPU2,3,3,3,Solar Photovoltaic,(OP) Operating,34.11193,-117.2733
20408,61453,Soboba Band of Luiseno Indians,61834,Soboba Community Solar Project,CA,Riverside,CISO,Electric Utility,SCSP1,1,0.9,0.8,Solar Photovoltaic,(OP) Operating,33.767061,-116.9059
20409,61453,Soboba Band of Luiseno Indians,61834,Soboba Community Solar Project,CA,Riverside,CISO,Electric Utility,SCSP2,1,0.8,0.8,Solar Photovoltaic,(OP) Operating,33.767061,-116.9059
20417,60584,Onyx Asset Services Group,61843,SeaWorld Aquatica,CA,San Diego,CISO,IPP Non-CHP,10276,1.1,1.1,1.1,Solar Photovoltaic,(OP) Operating,32.586536,-117.0049
20478,61510,National Raisin,61894,National Raisin,CA,Fresno,CISO,Industrial Non-CHP,CR1,1,0.9,0.6,Solar Photovoltaic,(OP) Operating,36.624512,-119.6731
20479,61510,National Raisin,61894,National Raisin,CA,Fresno,CISO,Industrial Non-CHP,CR2,1,0.8,0.4,Solar Photovoltaic,(OP) Operating,36.624512,-119.6731
20480,61510,National Raisin,61894,National Raisin,CA,Fresno,CISO,Industrial Non-CHP,CR3,0.6,0.5,0.3,Solar Photovoltaic,(OP) Operating,36.624512,-119.6731
20481,61510,National Raisin,61894,National Raisin,CA,Fresno,CISO,Industrial Non-CHP,CR4,0.3,0.3,0.1,Solar Photovoltaic,(OP) Operating,36.624512,-119.6731
20584,64702,"Seaboard Energy California, LLC",61989,Pacific Ethanol Madera Solar Array,CA,Madera,CISO,IPP Non-CHP,PV,4.3,3.9,2.4,Solar Photovoltaic,(OP) Operating,36.916111,-119.9714
20591,61872,Gavilan District College Solar Project,61993,Gavilan Community College Solar Project,CA,Santa Clara,CISO,Commercial Non-CHP,GDCPV,1.4,1.2,0.4,Solar Photovoltaic,(OP) Operating,37.003832,-121.5936
20593,61944,MN8 Energy LLC,61995,UC Merced Solar Hybrid,CA,Merced,CISO,IPP Non-CHP,UCMPV,4.5,4.3,1.8,Solar Photovoltaic,(OP) Operating,37.365688,-120.4322
20613,61012,AES Distributed Energy,62004,San Pablo Raceway,CA,Los Angeles,CISO,IPP Non-CHP,SPRWY,100,100,100,Solar Photovoltaic,(OP) Operating,34.723748,-118.2803
20619,61589,RE Mustang Two LLC,62015,Mustang Two,CA,Kings,CISO,IPP Non-CHP,M2BAR,50,50,50,Solar Photovoltaic,(OP) Operating,36.216806,-119.8964
20620,61589,RE Mustang Two LLC,62015,Mustang Two,CA,Kings,CISO,IPP Non-CHP,M2WHI,100,100,100,Solar Photovoltaic,(OP) Operating,36.216806,-119.8964
20621,61944,MN8 Energy LLC,62016,UC Riverside Lots 30 & 32,CA,Riverside,CISO,IPP Non-CHP,UCRIV,4,3.5,2,Solar Photovoltaic,(OP) Operating,33.97036,-117.331
20624,61944,MN8 Energy LLC,62020,Stanford Campus Solar,CA,Santa Clara,CISO,IPP Non-CHP,STANF,3.4,3.3,1.6,Solar Photovoltaic,(OP) Operating,37.43434,-122.1608
20632,61944,MN8 Energy LLC,62028,CSU Long Beach Lots 7 & 14,CA,Los Angeles,CISO,IPP Non-CHP,CSULB,4.5,3.3,1.8,Solar Photovoltaic,(OP) Operating,33.78104,-118.1136
20642,61987,Sonoma County Junior College District,62039,Santa Rosa Junior College Petaluma Solar,CA,Sonoma,CISO,IPP Non-CHP,SRJCP,1.2,1.1,0.6,Solar Photovoltaic,(OP) Operating,38.46905,-122.7219
20658,58871,Citizens Enterprises Corporation,62052,Citizens Imperial Solar,CA,Imperial,IID,IPP Non-CHP,CIS1,30,30,30,Solar Photovoltaic,(OP) Operating,33.191661,-115.4338
20662,65305,"Clean Focus Yield, LLC",62056,Lancaster,CA,Los Angeles,CISO,IPP Non-CHP,LANC,3,3,3,Solar Photovoltaic,(OP) Operating,34.743383,-117.9722
20681,57313,Tesla Inc.,62077,Blue Shld Of Cal- El Dorado Hlls Mtr B,CA,El Dorado,BANC,IPP Non-CHP,PV1,1.5,2.1,2.1,Solar Photovoltaic,(OP) Operating,38.650627,-121.0741
20756,61686,Chaffey Community College District,62150,Chaffey College Rancho Cucamonga Campus,CA,San Bernardino,CISO,Commercial Non-CHP,SOLAR,4,4,4,Solar Photovoltaic,(OP) Operating,34.148139,-117.5704
20787,61709,"Desert Harvest, LLC",62177,"Desert Harvest, LLC",CA,Riverside,CISO,IPP Non-CHP,DH001,80,80,80,Solar Photovoltaic,(OP) Operating,33.8,-115.38
20788,61710,"Maverick Solar, LLC",62178,"Maverick Solar, LLC",CA,Riverside,CISO,IPP Non-CHP,MAV01,125,125,125,Solar Photovoltaic,(OP) Operating,33.7,-115.38
20838,61944,MN8 Energy LLC,62242,County of San Diego SBRC,CA,San Diego,CISO,IPP Non-CHP,SBRC,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,32.63266,-117.0778
20842,61944,MN8 Energy LLC,62246,Target Woodland Solar Project,CA,Yolo,CISO,IPP Non-CHP,TWSP,2.3,1.8,2,Solar Photovoltaic,(OP) Operating,38.682746,-121.7235
20889,61944,MN8 Energy LLC,62274,Liberty HS Solar Project,CA,Kern,CISO,Commercial Non-CHP,LHSSP,1.5,1.2,0.2,Solar Photovoltaic,(OP) Operating,35.364408,-119.1275
20890,61944,MN8 Energy LLC,62275,Frontier HS Solar Project,CA,Kern,CISO,Commercial Non-CHP,FHSSP,1.4,1.4,1.4,Solar Photovoltaic,(OP) Operating,35.41824,-119.1489
20891,61012,AES Distributed Energy,62286,Xebec 1,CA,Los Angeles,LDWP,Commercial Non-CHP,W7188,1.9,1.9,1.9,Solar Photovoltaic,(OP) Operating,34.224041,-118.3929
20892,61012,AES Distributed Energy,62287,Francisco St. Solar,CA,Los Angeles,LDWP,Commercial Non-CHP,W7190,1.2,1,1,Solar Photovoltaic,(OP) Operating,33.8482,-118.3055
20893,57170,"EDF Renewable Asset Holdings, Inc.",62288,"Valentine Solar, LLC",CA,Kern,CISO,IPP Non-CHP,VAL01,111.2,111.2,111.2,Solar Photovoltaic,(OP) Operating,34.90422,-118.3843
20908,61012,AES Distributed Energy,62320,Antelope Expansion 1B,CA,Los Angeles,CISO,IPP Non-CHP,ANE1B,17,17,17,Solar Photovoltaic,(OP) Operating,34.71611,-118.2592
20958,61980,Valta Energy,62378,CFW Solar X LLC - Vaughn,CA,Los Angeles,LDWP,IPP Non-CHP,VSCFW,1.6,1.6,1.6,Solar Photovoltaic,(OP) Operating,34.277355,-118.4298
21061,65900,"Little Bear Solar 3, LLC (Longroad)",62463,Little Bear 3,CA,Fresno,CISO,IPP Non-CHP,GEN01,20,20,20,Solar Photovoltaic,(OP) Operating,36.716,-120.415
21062,65903,"Little Bear Solar 4, LLC (Longroad)",62464,Little Bear 4,CA,Fresno,CISO,IPP Non-CHP,GEN01,50,50,50,Solar Photovoltaic,(OP) Operating,36.716,-120.415
21063,65904,"Little Bear Solar 5, LLC (Longroad)",62465,Little Bear 5,CA,Fresno,CISO,IPP Non-CHP,GEN01,50,50,50,Solar Photovoltaic,(OP) Operating,36.716,-120.415
21130,60025,Greenbacker Renewable Energy Corporation,62545,Renew Solar ABC Sacramento LLC,CA,Sacramento,BANC,IPP Non-CHP,SACRA,1.7,1.7,1.7,Solar Photovoltaic,(OP) Operating,38.39945,-121.2932
21131,62048,Westlands Almond LLC,62546,Almond,CA,Kings,CISO,IPP Non-CHP,ALMND,19.9,19.9,19.9,Solar Photovoltaic,(OP) Operating,36.21222,-119.91
21132,62049,Aquamarine Westside LLC,62547,Aquamarine,CA,Kings,CISO,IPP Non-CHP,AQUAM,250,250,250,Solar Photovoltaic,(OP) Operating,36.189722,-119.9042
21168,62067,EnterSolar,62578,Preferred Freezer San Leandro,CA,Alameda,CISO,Commercial Non-CHP,SLPV1,2,2,2,Solar Photovoltaic,(OP) Operating,37.711995,-122.1507
21205,60281,"Altus Power America Management, LLC",62611,PFMG Solar Grossmont Helix LLC,CA,San Diego,CISO,IPP Non-CHP,HELIX,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,32.753281,-117.0352
21259,61012,AES Distributed Energy,62649,SFDK Solar,CA,Solano,CISO,IPP Non-CHP,SFDK,6.3,6.3,6.3,Solar Photovoltaic,(OP) Operating,38.132245,-122.232
21268,62131,HL Solar LLC,62655,HL Solar,CA,Lassen,CISO,IPP Non-CHP,HLS,7.6,7.6,7.6,Solar Photovoltaic,(OP) Operating,40.373,-120.262
21294,61012,AES Distributed Energy,62673,Antelope Expansion 3A,CA,Los Angeles,CISO,IPP Non-CHP,ANX3A,15,15,15,Solar Photovoltaic,(OP) Operating,34.728902,-118.3221
21295,61012,AES Distributed Energy,62674,Antelope Expansion 3B,CA,Los Angeles,CISO,IPP Non-CHP,ANX3B,5,5,5,Solar Photovoltaic,(OP) Operating,34.720162,-118.3225
21331,62162,"RP Napa Solar 1, LLC",62687,American Canyon Solar,CA,Napa,CISO,IPP Non-CHP,RPNPA,1,1,1,Solar Photovoltaic,(OP) Operating,38.160858,-122.214
21332,62162,"RP Napa Solar 1, LLC",62687,American Canyon Solar,CA,Napa,CISO,IPP Non-CHP,RPNPB,1,1,1,Solar Photovoltaic,(OP) Operating,38.160858,-122.214
21333,62162,"RP Napa Solar 1, LLC",62687,American Canyon Solar,CA,Napa,CISO,IPP Non-CHP,RPNPC,1,1,1,Solar Photovoltaic,(OP) Operating,38.160858,-122.214
21334,62628,County of Santa Clara (CA),62688,Malech Solar Farm,CA,Santa Clara,CISO,IPP Non-CHP,MFARM,3.1,3.1,2,Solar Photovoltaic,(OP) Operating,37.228736,-121.7386
21335,62628,County of Santa Clara (CA),62689,Hellyer Solar Farm,CA,Santa Clara,CISO,IPP Non-CHP,HFARM,2.2,2.2,1.5,Solar Photovoltaic,(OP) Operating,37.286958,-121.8151
21336,62628,County of Santa Clara (CA),62690,Guadalupe Solar Farm,CA,Santa Clara,CISO,IPP Non-CHP,GFARM,1.7,1.7,1.1,Solar Photovoltaic,(OP) Operating,37.269039,-121.8611
21379,62648,"DG 1 Acquisition Co., LLC",62732,"Solar Star Palo Alto I, LLC",CA,Santa Clara,CISO,IPP Non-CHP,SSPAI,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,37.411011,-122.1489
21455,62701,"Vista Solar, Inc.",62806,Shelter Creek Condominiums Solar,CA,San Mateo,CISO,IPP Non-CHP,SCC01,1.9,2.4,1.1,Solar Photovoltaic,(OP) Operating,37.61909,-122.4289
21533,62772,CA ODEVI LLC,62902,Windsor Floating Solar,CA,Sonoma,CISO,IPP Non-CHP,WUS15,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.53917,-122.8151
21630,61944,MN8 Energy LLC,62987,Grossmont HS Solar Project,CA,San Diego,CISO,Commercial Non-CHP,GHSP,1.4,1.3,0.8,Solar Photovoltaic,(OP) Operating,32.816542,-116.9996
21631,62842,"Lightsource Renewable Energy Asset Management, LLC",62988,Wildflower Solar 1,CA,Sacramento,BANC,IPP Non-CHP,CAWF1,13,13,13,Solar Photovoltaic,(OP) Operating,38.705,-121.477
21667,62856,"Forefront Power, LLC",63021,SCCCD - Clovis Community College,CA,Fresno,CISO,IPP Non-CHP,232,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,36.885463,-119.7319
21700,62885,"CalCity Solar 1, LLC",63054,CalCity Solar 1,CA,Kern,CISO,IPP Non-CHP,CALTR,3,3,3,Solar Photovoltaic,(OP) Operating,35.141374,-117.9657
21712,62856,"Forefront Power, LLC",63068,SCCCD - Fresno Community College,CA,Fresno,CISO,IPP Non-CHP,231,2.2,2.2,2.2,Solar Photovoltaic,(OP) Operating,36.76655,-119.7986
21718,62856,"Forefront Power, LLC",63074,Reedley Community College Solar,CA,Fresno,CISO,IPP Non-CHP,234,2.6,2.6,2.6,Solar Photovoltaic,(OP) Operating,36.60563,-119.4577
21722,60059,ZGlobal Inc,63078,Eagle Creek,CA,Kern,CISO,IPP Non-CHP,EGCRK,3,3,3,Solar Photovoltaic,(OP) Operating,35.214023,-119.3952
21761,62911,Drew Solar LLC,63127,Drew Solar LLC,CA,Imperial,CISO,IPP Non-CHP,DS,100,100,100,Solar Photovoltaic,(OP) Operating,32.687195,-115.6656
21829,62701,"Vista Solar, Inc.",63189,Bio-Rad,CA,Contra Costa,CISO,IPP Non-CHP,BIORD,2.3,2.4,1.1,Solar Photovoltaic,(OP) Operating,38.022486,-122.2737
21838,62988,DG California Solar LLC,63204,CID Solar (CA),CA,Kings,CISO,IPP Non-CHP,HLS,2,2,2,Solar Photovoltaic,(OP) Operating,36.140764,-119.5669
21933,62983,"SE Athos I, LLC",63300,Athos Solar Project,CA,Riverside,CISO,IPP Non-CHP,IPAT1,250,250,250,Solar Photovoltaic,(OP) Operating,33.751283,-115.355
21936,61944,MN8 Energy LLC,63303,Alticor Inc - Solar Project,CA,Orange,CISO,IPP Non-CHP,AISP,1.2,1.1,0.7,Solar Photovoltaic,(OP) Operating,33.878585,-117.9961
22001,62067,EnterSolar,63361,Medline Ind. Phase 2 Tracy,CA,San Joaquin,CISO,IPP Non-CHP,MIP2T,1,1,1,Solar Photovoltaic,(OP) Operating,37.734761,-121.5089
22002,62067,EnterSolar,63363,Niagara Bottling Stockton,CA,San Joaquin,CISO,IPP Non-CHP,NBS,1,1,1,Solar Photovoltaic,(OP) Operating,37.894817,-121.2489
22019,63125,Phelan Pinon Hills Community Services District,63376,Phelan Pinon Hills CSD Solar,CA,San Bernardino,CISO,IPP Non-CHP,PPHS,1.2,1.1,0.8,Solar Photovoltaic,(OP) Operating,34.57654,-117.5828
22027,61944,MN8 Energy LLC,63385,Castaic Lake Phase II,CA,Los Angeles,CISO,IPP Non-CHP,CA135,3.5,3.5,3.5,Solar Photovoltaic,(OP) Operating,34.433332,-118.5108
22028,63141,"Rancho Seco Solar II, LLC",63387,"Rancho Seco Solar II, LLC",CA,Sacramento,BANC,IPP Non-CHP,RSS2,160,160,160,Solar Photovoltaic,(OP) Operating,38.346814,-121.1198
22055,62915,Madison Energy Holdings LLC,63414,IOS II-LAX9,CA,San Bernardino,CISO,IPP Non-CHP,IOSII,4,3.7,3.3,Solar Photovoltaic,(OP) Operating,34.09,-117.45
22058,17164,Sierra Pacific Industries,63416,Sierra Pacific Industries (2042-RD),CA,Tehama,CISO,Industrial Non-CHP,GEN1,8.4,8.4,8.4,Solar Photovoltaic,(OP) Operating,40.121389,-122.1919
22060,62856,"Forefront Power, LLC",63418,DGS Wasco State Prison,CA,Kern,CISO,IPP Non-CHP,1122,2.3,2.3,2.3,Solar Photovoltaic,(OP) Operating,35.593903,-119.4072
22061,62856,"Forefront Power, LLC",63419,DGS Central California Womens Facility,CA,Madera,CISO,IPP Non-CHP,1122,2,2,2,Solar Photovoltaic,(OP) Operating,37.089701,-120.15
22062,62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,CA,Fresno,CISO,IPP Non-CHP,903,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,36.818646,-119.8104
22064,62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,CA,Fresno,CISO,IPP Non-CHP,291,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,36.817816,-119.7707
22066,62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,CA,Fresno,CISO,IPP Non-CHP,1122,1.6,1.6,1.6,Solar Photovoltaic,(OP) Operating,36.734014,-119.7178
22098,63198,RE-VFO LLC,63455,RE-VFO LLC,CA,Tulare,CISO,IPP Non-CHP,INV1,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,36.353675,-119.4008
22099,63198,RE-VFO LLC,63455,RE-VFO LLC,CA,Tulare,CISO,IPP Non-CHP,INV2,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,36.353675,-119.4008
22138,63226,CalCom Energy,63486,D'Arrigo Brothers - Phase 4,CA,Monterey,CISO,IPP Non-CHP,DA04,1.7,1.7,1.2,Solar Photovoltaic,(OP) Operating,36.616,-121.636
22140,63225,Wister Solar,63487,Wister Solar,CA,Imperial,IID,IPP Non-CHP,WSOL,20,20,20,Solar Photovoltaic,(OP) Operating,33.269426,-115.503
22146,57353,Plumas Sierra Rural Electric Coop,63493,PSREC/SIAD Solar,CA,Lassen,CISO,Electric Utility,SIAD,2.5,2.4,1.6,Solar Photovoltaic,(OP) Operating,40.15006,-120.1234
22163,57313,Tesla Inc.,63510,Walnut Unified School District Walnut HS,CA,Los Angeles,CISO,IPP Non-CHP,PV1,1.8,1.8,1.8,Solar Photovoltaic,(OP) Operating,34.02188,-117.8505
22167,63226,CalCom Energy,63514,Moonlight Packing - Phase 2,CA,Fresno,CISO,IPP Non-CHP,MLO2,1.4,1.4,1,Solar Photovoltaic,(OP) Operating,36.585794,-119.47
22168,61944,MN8 Energy LLC,63516,California City,CA,Kern,CISO,IPP Non-CHP,CACTY,1.9,1.9,1.9,Solar Photovoltaic,(OP) Operating,35.157,-117.981
22180,61944,MN8 Energy LLC,63527,Lafayette 2 - Internal Services Dept,CA,Los Angeles,CISO,IPP Non-CHP,GEN1,1.9,1.9,1.9,Solar Photovoltaic,(OP) Operating,34.05,-118.18
22206,61944,MN8 Energy LLC,63545,Chevron - Lost Hills Hybrid,CA,Kern,CISO,IPP Non-CHP,GEN1,30,30,30,Solar Photovoltaic,(OP) Operating,35.62,-119.69
22298,61944,MN8 Energy LLC,63623,Lafayette 2 - MLK Jr. Hospital (MLK),CA,Los Angeles,CISO,IPP Non-CHP,GEN1,1.7,1.7,1.7,Solar Photovoltaic,(OP) Operating,33.92,-118.24
22345,63344,"SunE P11L Holdings, LLC",63651,North Kern State Prison Phase II,CA,Kern,CISO,IPP Non-CHP,5812,4,4,4,Solar Photovoltaic,(OP) Operating,35.780407,-119.3088
22373,63393,VS Dedeaux LLC,63674,Dedeaux,CA,Los Angeles,LDWP,IPP Non-CHP,DEDEA,0.9,0.9,0.9,Solar Photovoltaic,(OP) Operating,34.013113,-118.2419
22443,61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,CISO,IPP Non-CHP,SL3EC,67.5,67.5,67.5,Solar Photovoltaic,(OP) Operating,36.226955,-119.8948
22444,61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,CISO,IPP Non-CHP,SLATE,50.5,50.5,50.5,Solar Photovoltaic,(OP) Operating,36.226955,-119.8948
22449,61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,CISO,IPP Non-CHP,SLPWR,26,26,26,Solar Photovoltaic,(OP) Operating,36.226955,-119.8948
22450,61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,CISO,IPP Non-CHP,SLSTN,63,63,63,Solar Photovoltaic,(OP) Operating,36.226955,-119.8948
22451,61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,CISO,IPP Non-CHP,SLSVC,93,93,93,Solar Photovoltaic,(OP) Operating,36.226955,-119.8948
22464,63432,SkyHigh 2 Solar,63740,Amazon - Moreno Valley,CA,Riverside,CISO,IPP Non-CHP,ONT6,2.2,2.2,2.2,Solar Photovoltaic,(OP) Operating,33.872226,-117.2381
22484,63452,Ralph's Grocery Company,63758,Kroger La Habra,CA,Orange,CISO,Industrial Non-CHP,KROLH,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,33.922141,-117.9391
22487,63675,Soscol Ferry Solar,63761,Soscol Ferry Solar,CA,Napa,CISO,IPP Non-CHP,SSCLC,1,1,1,Solar Photovoltaic,(OP) Operating,38.237422,-122.2752
22488,63675,Soscol Ferry Solar,63761,Soscol Ferry Solar,CA,Napa,CISO,IPP Non-CHP,SSCLD,1,1,1,Solar Photovoltaic,(OP) Operating,38.237422,-122.2752
22489,63676,Silveira Ranch Road Solar,63762,Silveira Ranch Road Solar,CA,Marin,CISO,IPP Non-CHP,SILVA,1,1,1,Solar Photovoltaic,(OP) Operating,38.153474,-122.5657
22490,63676,Silveira Ranch Road Solar,63762,Silveira Ranch Road Solar,CA,Marin,CISO,IPP Non-CHP,SILVB,1,1,1,Solar Photovoltaic,(OP) Operating,38.153474,-122.5657
22491,63676,Silveira Ranch Road Solar,63762,Silveira Ranch Road Solar,CA,Marin,CISO,IPP Non-CHP,SILVC,1,1,1,Solar Photovoltaic,(OP) Operating,38.153474,-122.5657
22570,63525,"Westlands Solar Blue (OZ) Owner, LLC",63848,Solar Blue,CA,Kings,CISO,IPP Non-CHP,SBLUE,250,250,250,Solar Photovoltaic,(OP) Operating,36.173967,-119.9043
22572,63526,"Chestnut Westside, LLC",63849,Chestnut,CA,Kings,CISO,IPP Non-CHP,CHNUT,150.6,150.6,150.6,Solar Photovoltaic,(OP) Operating,36.160164,-119.9049
22581,63545,"Golden Fields Solar III, LLC",63859,"Golden Field Solar III, LLC",CA,Kern,CISO,IPP Non-CHP,RCTR,192,192,192,Solar Photovoltaic,(OP) Operating,34.847,-118.395
22585,58970,"Ecoplexus, Inc",63870,Camp San Luis Obispo,CA,San Luis Obispo,CISO,IPP Non-CHP,CPSLO,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,35.322043,-120.7323
22586,58970,"Ecoplexus, Inc",63875,Kern Valley SP,CA,Kern,CISO,IPP Non-CHP,KRNVL,3,3,3,Solar Photovoltaic,(OP) Operating,35.764049,-119.3138
