,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Status,Latitude,Longitude
16275,60281,"Altus Power America Management, LLC",58307,Ivanhoe Solar,CA,Tulare,CISO,IPP Non-CHP,2,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,36.3875,-119.255
16276,60281,"Altus Power America Management, LLC",58307,Ivanhoe Solar,CA,Tulare,CISO,IPP Non-CHP,3,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.3875,-119.255
16277,60281,"Altus Power America Management, LLC",58308,Lindsay Solar,CA,Tulare,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.211944,-119.1339
16278,60281,"Altus Power America Management, LLC",58308,Lindsay Solar,CA,Tulare,CISO,IPP Non-CHP,3,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.211944,-119.1339
16279,60281,"Altus Power America Management, LLC",58308,Lindsay Solar,CA,Tulare,CISO,IPP Non-CHP,4,1,1,1,Solar Photovoltaic,(OP) Operating,36.211944,-119.1339
16280,60281,"Altus Power America Management, LLC",58309,Porterville Solar,CA,Tulare,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,36.102778,-119.0397
16281,60281,"Altus Power America Management, LLC",58309,Porterville Solar,CA,Tulare,CISO,IPP Non-CHP,2,1,1,1,Solar Photovoltaic,(OP) Operating,36.102778,-119.0397
16282,60281,"Altus Power America Management, LLC",58309,Porterville Solar,CA,Tulare,CISO,IPP Non-CHP,5,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.102778,-119.0397
16337,60025,Greenbacker Renewable Energy Corporation,58354,Radiance Solar 4,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.665556,-118.2881
16338,60025,Greenbacker Renewable Energy Corporation,58355,Radiance Solar 5,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.665556,-118.2869
16348,58355,SPS Atwell Island LLC,58366,Atwell Island,CA,Tulare,CISO,IPP Non-CHP,1,20.2,20.2,20.2,Solar Photovoltaic,(OP) Operating,35.895,-119.5108
16349,60281,"Altus Power America Management, LLC",58370,Gridley Main,CA,Butte,CISO,IPP Non-CHP,GEN1,1,1,1,Solar Photovoltaic,(OP) Operating,39.373333,-121.6842
16350,60281,"Altus Power America Management, LLC",58371,Gridley Main Two,CA,Butte,CISO,IPP Non-CHP,GEN1,2.5,2.5,2.5,Solar Photovoltaic,(OP) Operating,39.373333,-121.6817
16352,56769,Consolidated Edison Development Inc.,58373,White River Solar,CA,Tulare,CISO,IPP Non-CHP,WRCA,20,20,20,Solar Photovoltaic,(OP) Operating,35.871389,-119.4625
16353,56769,Consolidated Edison Development Inc.,58374,Corcoran Solar,CA,Kings,CISO,IPP Non-CHP,CSCA,20,20,20,Solar Photovoltaic,(OP) Operating,36.138333,-119.5733
16359,58363,Oakley Solar Project LLC,58376,Oakley Solar Project,CA,Contra Costa,CISO,Commercial Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.001667,-121.7478
16380,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,AVS1,39,38,38,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16381,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,SS11,54,52.6,52.6,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16382,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,SS12,54,52.6,52.6,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16383,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,SS13,58.5,57,57,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16384,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,SS14,33,32.2,32.2,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16385,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,SS15,15,14.6,14.6,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16386,59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,CISO,IPP Non-CHP,SS16,64.5,62.9,62.9,Solar Photovoltaic,(OP) Operating,34.8181,-118.4036
16387,59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,CISO,IPP Non-CHP,AVS2,19.5,19,19,Solar Photovoltaic,(OP) Operating,34.848611,-118.3528
16388,59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,CISO,IPP Non-CHP,SS21,60,59,59,Solar Photovoltaic,(OP) Operating,34.848611,-118.3528
16389,59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,CISO,IPP Non-CHP,SS22,55.5,55,55,Solar Photovoltaic,(OP) Operating,34.848611,-118.3528
16390,59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,CISO,IPP Non-CHP,SS23,48,47,47,Solar Photovoltaic,(OP) Operating,34.848611,-118.3528
16391,59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,CISO,IPP Non-CHP,SS24,43.5,43,43,Solar Photovoltaic,(OP) Operating,34.848611,-118.3528
16392,59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,CISO,IPP Non-CHP,SS25,52.5,52,52,Solar Photovoltaic,(OP) Operating,34.848611,-118.3528
16400,60898,Axium US Solar Holdings LLC,58398,Heber Solar,CA,Imperial,IID,IPP Non-CHP,1,10.9,10,8.2,Solar Photovoltaic,(OP) Operating,32.7125,-115.5406
16417,58413,Lone Valley Solar Park I LLC,58417,Lone Valley Solar Park I LLC,CA,San Bernardino,CISO,IPP Non-CHP,CP1,10,10,10,Solar Photovoltaic,(OP) Operating,34.398059,-116.8655
16418,61012,AES Distributed Energy,58418,Victor Dry Farm Ranch A,CA,San Bernardino,CISO,IPP Non-CHP,1,5,5,4,Solar Photovoltaic,(OP) Operating,34.501111,-117.4667
16419,61012,AES Distributed Energy,58419,Victor Dry Farm Ranch B,CA,San Bernardino,CISO,IPP Non-CHP,1,5,5,4,Solar Photovoltaic,(OP) Operating,34.497778,-117.4711
16422,58416,"California State University, Northridge",58422,CSU Northridge Plant,CA,Los Angeles,LDWP,Commercial Non-CHP,B2PV,0.4,0.3,0.2,Solar Photovoltaic,(OP) Operating,34.243333,-118.5306
16423,58416,"California State University, Northridge",58422,CSU Northridge Plant,CA,Los Angeles,LDWP,Commercial Non-CHP,E6PV,0.2,0.1,0.1,Solar Photovoltaic,(OP) Operating,34.243333,-118.5306
16437,61230,"Arevon Energy, Inc.",58430,Centinela Solar Energy,CA,Imperial,CISO,IPP Non-CHP,CSE1,34.2,33.4,33.4,Solar Photovoltaic,(OP) Operating,32.686944,-115.6478
16438,61230,"Arevon Energy, Inc.",58430,Centinela Solar Energy,CA,Imperial,CISO,IPP Non-CHP,CSE2,26.6,25.6,25.6,Solar Photovoltaic,(OP) Operating,32.686944,-115.6478
16439,61230,"Arevon Energy, Inc.",58430,Centinela Solar Energy,CA,Imperial,CISO,IPP Non-CHP,CSE3,34.2,33.4,33.4,Solar Photovoltaic,(OP) Operating,32.686944,-115.6478
16440,61230,"Arevon Energy, Inc.",58430,Centinela Solar Energy,CA,Imperial,CISO,IPP Non-CHP,CSE4,34.2,33.4,33.4,Solar Photovoltaic,(OP) Operating,32.686944,-115.6478
16441,61230,"Arevon Energy, Inc.",58430,Centinela Solar Energy,CA,Imperial,CISO,IPP Non-CHP,CSE5,19,18.6,18.6,Solar Photovoltaic,(OP) Operating,32.686944,-115.6478
16442,61230,"Arevon Energy, Inc.",58430,Centinela Solar Energy,CA,Imperial,CISO,IPP Non-CHP,CSE6,26.6,25.6,25.6,Solar Photovoltaic,(OP) Operating,32.686944,-115.6478
16467,58440,CD US Solar MT 2 LLC,58445,Arrache 4006,CA,Los Angeles,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,34.655,-118.0511
16468,58440,CD US Solar MT 2 LLC,58445,Arrache 4006,CA,Los Angeles,CISO,IPP Non-CHP,2,1,1,1,Solar Photovoltaic,(OP) Operating,34.655,-118.0511
16469,58440,CD US Solar MT 2 LLC,58446,Arrache 4013,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.650556,-118.0519
16470,58440,CD US Solar MT 2 LLC,58447,Arrache 8083,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.647778,-118.0611
16471,58440,CD US Solar MT 2 LLC,58447,Arrache 8083,CA,Los Angeles,CISO,IPP Non-CHP,2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.647778,-118.0611
16472,58440,CD US Solar MT 2 LLC,58447,Arrache 8083,CA,Los Angeles,CISO,IPP Non-CHP,3,1,1,1,Solar Photovoltaic,(OP) Operating,34.647778,-118.0611
16473,58440,CD US Solar MT 2 LLC,58448,Nunn,CA,San Bernardino,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,34.509167,-117.1544
16474,58440,CD US Solar MT 2 LLC,58449,Rutan,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.643889,-118.1631
16475,58440,CD US Solar MT 2 LLC,58449,Rutan,CA,Los Angeles,CISO,IPP Non-CHP,2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.643889,-118.1631
16476,58440,CD US Solar MT 2 LLC,58449,Rutan,CA,Los Angeles,CISO,IPP Non-CHP,3,1,1,1,Solar Photovoltaic,(OP) Operating,34.643889,-118.1631
16477,58440,CD US Solar MT 2 LLC,58450,Vinam,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.668889,-118.0614
16478,58440,CD US Solar MT 2 LLC,58451,Ma,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.695278,-118.0625
16479,58440,CD US Solar MT 2 LLC,58452,Horn,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.708889,-118.2742
16481,58440,CD US Solar MT 2 LLC,58454,Watts 3115,CA,San Bernardino,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.600833,-117.6422
16482,58440,CD US Solar MT 2 LLC,58454,Watts 3115,CA,San Bernardino,CISO,IPP Non-CHP,2,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,34.600833,-117.6422
16492,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,1,41.9,41.9,41.9,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16493,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK2,21,21,21,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16494,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK3,39.6,39.6,39.6,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16495,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK4,31.4,31.4,31.4,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16496,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK5,31.4,31.4,31.4,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16497,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK6,26.9,26.9,26.9,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16498,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK7,41.9,41.9,41.9,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16499,58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,CISO,IPP Non-CHP,BLK8,36.5,36.5,36.5,Solar Photovoltaic,(OP) Operating,33.694722,-114.7397
16504,17650,Southern Power Co,58467,Campo Verde Solar,CA,Imperial,CISO,IPP Non-CHP,CVS1,147.4,139,139,Solar Photovoltaic,(OP) Operating,32.753333,-115.7264
16541,61944,MN8 Energy LLC,58498,RE Rosamond One LLC,CA,Kern,CISO,IPP Non-CHP,RONE,20,20,20,Solar Photovoltaic,(OP) Operating,34.9,-118.2469
16542,61944,MN8 Energy LLC,58499,RE Rosamond Two LLC,CA,Kern,CISO,IPP Non-CHP,RTWO,20,20,20,Solar Photovoltaic,(OP) Operating,34.900278,-118.2383
16543,61944,MN8 Energy LLC,58500,RE Rio Grande Solar LLC,CA,Kern,CISO,IPP Non-CHP,RIO,5,5,5,Solar Photovoltaic,(OP) Operating,35.00745,-118.1645
16545,61944,MN8 Energy LLC,58502,RE Columbia 3 LLC,CA,Kern,CISO,IPP Non-CHP,COL3,10,10,10,Solar Photovoltaic,(OP) Operating,35.024722,-118.1642
16550,60281,"Altus Power America Management, LLC",58506,Chuckawalla Solar,CA,Riverside,CISO,IPP Non-CHP,0937,4,4,4,Solar Photovoltaic,(OP) Operating,33.568333,-114.9181
16566,58135,Ecos Energy LLC,58508,Bear Creek Solar,CA,San Joaquin,CISO,IPP Non-CHP,PV3,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.136389,-121.1489
16567,58135,Ecos Energy LLC,58509,Vintner Solar,CA,San Luis Obispo,CISO,IPP Non-CHP,PV4,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,35.55795,-120.6829
16568,58135,Ecos Energy LLC,58510,Kettleman Solar Project,CA,San Joaquin,CISO,IPP Non-CHP,PV5,1,1,1,Solar Photovoltaic,(OP) Operating,38.12139,-121.1412
16573,60281,"Altus Power America Management, LLC",58513,Ironwood Solar LLC,CA,Riverside,CISO,IPP Non-CHP,0937,4,4,4,Solar Photovoltaic,(OP) Operating,33.565,-114.9181
16574,57365,Consolidated Edison Solutions Inc.,58514,Desert Hot Springs Solar,CA,Riverside,CISO,IPP Non-CHP,DHCA,2.3,2.2,2.2,Solar Photovoltaic,(OP) Operating,33.923056,-116.53
16583,65164,CleanCapital Holdings,58522,Madera Community Hospital,CA,Madera,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,36.941111,-120.0467
16586,58500,City of Hayward,58525,City of Hayward WWTP,CA,Alameda,CISO,IPP CHP,1,1.6,1.6,1.6,Solar Photovoltaic,(OP) Operating,37.633526,-122.1397
16594,58501,Five Crowns Inc,58527,Crown Cooling Facility,CA,Imperial,IID,Industrial Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,32.967222,-115.5325
16595,58503,Garnet Solar Generation Station I LLC,58528,Garnet Solar Generation Station I LLC,CA,Riverside,CISO,IPP Non-CHP,WDT44,4,4,4,Solar Photovoltaic,(OP) Operating,33.8906,-116.5431
16607,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL12,39.1,39.1,39.1,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16608,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL13,39.1,39.1,39.1,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16609,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL14,26.5,26.5,26.5,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16610,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL15,13.9,13.9,13.9,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16611,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL16,22.7,22.7,22.7,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16612,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL17,29,29,29,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16613,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL18,29,29,29,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16614,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL19,25.2,25.2,25.2,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16615,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,CISO,IPP Non-CHP,DSL20,25.2,25.2,25.2,Solar Photovoltaic,(OP) Operating,33.8055,-115.3947
16618,64635,Solar Community I LLC,58545,Community Solar 1,CA,Imperial,IID,IPP Non-CHP,1,5.7,5.7,5.7,Solar Photovoltaic,(OP) Operating,32.982778,-115.4819
16664,60025,Greenbacker Renewable Energy Corporation,58578,Sonora 1,CA,Tuolumne,CISO,IPP Non-CHP,SON1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,37.889753,-120.5287
16666,58540,California PV Energy LLC,58581,Oltmans SCE at Champagne,CA,San Bernardino,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,34.043889,-117.5311
16667,58540,California PV Energy LLC,58582,Oltmans SCE at Jurupa,CA,San Bernardino,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.05,-117.5961
16676,58544,Sierra Nevada Brewing Co,58585,Sierra Nevada Brewing Co Hybrid,CA,Butte,CISO,Industrial CHP,SOLR,1.7,1.4,0.9,Solar Photovoltaic,(OP) Operating,39.724167,-121.8153
16681,58546,Cascade Solar LLC,58590,Cascade Solar,CA,San Bernardino,CISO,IPP Non-CHP,1,18.5,18.5,18.5,Solar Photovoltaic,(OP) Operating,34.157222,-116.2344
16683,17650,Southern Power Co,58592,Solar Gen 2 Solar Facility,CA,Imperial,CISO,IPP Non-CHP,ALHM,54.4,50,50,Solar Photovoltaic,(OP) Operating,33.08,-115.47
16684,17650,Southern Power Co,58592,Solar Gen 2 Solar Facility,CA,Imperial,CISO,IPP Non-CHP,ARK,54.4,50,50,Solar Photovoltaic,(OP) Operating,33.08,-115.47
16685,17650,Southern Power Co,58592,Solar Gen 2 Solar Facility,CA,Imperial,CISO,IPP Non-CHP,SONR,54.4,50,50,Solar Photovoltaic,(OP) Operating,33.08,-115.47
16705,61012,AES Distributed Energy,58609,Industry Solar Power Generation Station,CA,San Bernardino,CISO,IPP Non-CHP,ISP1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.553056,-117.4569
16706,61012,AES Distributed Energy,58610,Navajo Solar Power Generation Station 1,CA,San Bernardino,CISO,IPP Non-CHP,NSP1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.551111,-117.1911
16707,61012,AES Distributed Energy,58611,Powhatan Solar Power Generation Station,CA,San Bernardino,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.496944,-117.145
16708,61012,AES Distributed Energy,58612,Otoe Solar Power Generation Station 1 LL,CA,San Bernardino,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.545,-117.1919
16711,66100,Boralex US Operations LLC,58616,Westlands Solar PV Farm,CA,Fresno,CISO,IPP Non-CHP,WSF1,18,18,14,Solar Photovoltaic,(OP) Operating,36.138056,-120.0758
16718,58575,"Sol Orchard Imperial 1, LLC",58621,Sol Orchard El Centro PV,CA,Imperial,IID,IPP Non-CHP,ECPV,20,20,20,Solar Photovoltaic,(OP) Operating,32.803333,-115.5464
16724,58549,County of Alameda GSA,58625,Santa Rita Jail Hybrid,CA,Alameda,CISO,IPP CHP,SRPV2,1,1,0.1,Solar Photovoltaic,(OP) Operating,37.719167,-121.8869
16725,58549,County of Alameda GSA,58625,Santa Rita Jail Hybrid,CA,Alameda,CISO,IPP CHP,SRPV3,0.5,0.5,0.1,Solar Photovoltaic,(OP) Operating,37.719167,-121.8869
16726,61012,AES Distributed Energy,58626,Western Antelope Blue Sky Ranch A,CA,Los Angeles,CISO,IPP Non-CHP,WABSA,20,19,18,Solar Photovoltaic,(OP) Operating,34.681667,-118.3247
16727,61012,AES Distributed Energy,58627,Western Antelope Dry Ranch,CA,Los Angeles,CISO,IPP Non-CHP,WADR,10,10,9,Solar Photovoltaic,(OP) Operating,34.688889,-118.3203
16737,57313,Tesla Inc.,58633,Monterey Regional Water Pollution Contro,CA,Monterey,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,36.721111,-121.7878
16738,57313,Tesla Inc.,58634,Lancaster Baptist Church,CA,Los Angeles,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,34.695833,-118.0589
16740,57313,Tesla Inc.,58636,Sacramento Fairbain Water Treatment Plan,CA,Sacramento,BANC,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,38.554802,-121.4168
16744,61230,"Arevon Energy, Inc.",58642,Tulare 1 and 2,CA,Tulare,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.2,-119.42
16745,61230,"Arevon Energy, Inc.",58642,Tulare 1 and 2,CA,Tulare,CISO,IPP Non-CHP,2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.2,-119.42
16758,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL,75.9,76,76,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16759,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL2,34.1,34,34,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16760,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL3,37.9,38,38,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16761,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL4,37.9,38,38,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16762,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL5,37.9,38,38,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16763,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL6,37.9,38,38,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16764,17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,CISO,IPP Non-CHP,STL7,37.9,38,38,Solar Photovoltaic,(OP) Operating,35.6,-115.4
16833,58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,CISO,Commercial Non-CHP,D960,1,1,1,Solar Photovoltaic,(OP) Operating,34.013056,-117.5375
16834,58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,CISO,Commercial Non-CHP,D9611,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.013056,-117.5375
16835,58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,CISO,Commercial Non-CHP,D9612,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,34.013056,-117.5375
16849,17650,Southern Power Co,58711,Lost Hills/Blackwell,CA,Kern,CISO,IPP Non-CHP,BLKW,12,12,12,Solar Photovoltaic,(OP) Operating,35.62,-119.85
16850,17650,Southern Power Co,58711,Lost Hills/Blackwell,CA,Kern,CISO,IPP Non-CHP,LTHL,20,20,20,Solar Photovoltaic,(OP) Operating,35.62,-119.85
16851,17650,Southern Power Co,58713,North Star Solar,CA,Fresno,CISO,IPP Non-CHP,NSTR,61.6,60,60,Solar Photovoltaic,(OP) Operating,36.73,-120.41
16864,58654,Orion Solar I LLC,58718,Orion Solar I,CA,Kern,CISO,IPP Non-CHP,PV1,12,12,12,Solar Photovoltaic,(OP) Operating,35.150694,-118.875
16867,58655,"Orion Solar II, LLC",58721,Orion Solar II,CA,Kern,CISO,IPP Non-CHP,ORION,8,8,8,Solar Photovoltaic,(OP) Operating,35.150694,-118.8753
16883,61012,AES Distributed Energy,58748,North Bay Solar 1,CA,Solano,CISO,Commercial Non-CHP,NBWT,1,1,1,Solar Photovoltaic,(OP) Operating,38.300556,-121.9664
16885,61012,AES Distributed Energy,58750,Lancaster Dry Farm Ranch B,CA,Los Angeles,CISO,IPP Non-CHP,LDFRB,5,5,5,Solar Photovoltaic,(OP) Operating,34.716944,-118.2894
16886,61012,AES Distributed Energy,58751,Rodeo Solar C2,CA,Los Angeles,CISO,IPP Non-CHP,RSC2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.713333,-118.2894
16887,61012,AES Distributed Energy,58752,Rodeo Solar D2,CA,Los Angeles,CISO,IPP Non-CHP,RSD2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.713333,-118.2894
16888,61012,AES Distributed Energy,58753,Summer Solar A2,CA,Los Angeles,CISO,IPP Non-CHP,SSA2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16889,61012,AES Distributed Energy,58754,Summer Solar B2,CA,Los Angeles,CISO,IPP Non-CHP,SSB2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16890,61012,AES Distributed Energy,58755,Summer Solar C2,CA,Los Angeles,CISO,IPP Non-CHP,SSC2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16891,61012,AES Distributed Energy,58756,Summer Solar D2,CA,Los Angeles,CISO,IPP Non-CHP,SSD2,1,1,1,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16892,61012,AES Distributed Energy,58757,Summer North Solar,CA,Los Angeles,CISO,IPP Non-CHP,UE2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16893,61012,AES Distributed Energy,58757,Summer North Solar,CA,Los Angeles,CISO,IPP Non-CHP,UF2,2,2,2,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16894,61012,AES Distributed Energy,58757,Summer North Solar,CA,Los Angeles,CISO,IPP Non-CHP,UG2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16895,61012,AES Distributed Energy,58757,Summer North Solar,CA,Los Angeles,CISO,IPP Non-CHP,UH2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.723056,-118.2897
16896,61012,AES Distributed Energy,58761,Expressway Solar A,CA,San Bernardino,CISO,IPP Non-CHP,EXSA,2,2,2,Solar Photovoltaic,(OP) Operating,34.582222,-117.3417
16897,61012,AES Distributed Energy,58762,Expressway Solar B,CA,San Bernardino,CISO,IPP Non-CHP,EXSB,2,2,2,Solar Photovoltaic,(OP) Operating,34.583333,-117.3403
